ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,TAXONOMY,AAEC_TOTAL_TON,AAEC_STRUCTURAL_TON,AAEC_NONSTRUCTURAL_TON
BEL,Belgium,1,Bruxelles,Com,CR+PC/LWAL+CDN/HBET:3-5/COM,3.5647,2.5021,1.0627
BEL,Belgium,1,Bruxelles,Com,CR+PC/LWAL+CDN/HBET:6-/COM,0.8527,0.5861,0.2666
BEL,Belgium,1,Bruxelles,Com,CR/LFINF+CDN/H:1/COM,1.3363,0.8871,0.4492
BEL,Belgium,1,Bruxelles,Com,CR/LFINF+CDN/H:2/COM,9.0754,6.5297,2.5457
BEL,Belgium,1,Bruxelles,Com,CR/LFINF+CDN/HBET:3-5/COM,68.5144,50.6110,17.9034
BEL,Belgium,1,Bruxelles,Com,CR/LFINF+CDN/HBET:6-/COM,6.0720,3.5659,2.5061
BEL,Belgium,1,Bruxelles,Com,CR/LWAL+CDN/HBET:3-5/COM,11.0374,6.7228,4.3146
BEL,Belgium,1,Bruxelles,Com,CR/LWAL+CDN/HBET:6-/COM,1.3818,1.0170,0.3648
BEL,Belgium,1,Bruxelles,Com,MUR/LWAL+CDN/H:1/COM,50.0915,45.3720,4.7195
BEL,Belgium,1,Bruxelles,Com,MUR/LWAL+CDN/H:2/COM,105.9843,92.3018,13.6824
BEL,Belgium,1,Bruxelles,Com,S/LFM+CDN/HBET:3-5/COM,0.0243,0.0180,0.0063
BEL,Belgium,1,Bruxelles,Com,S/LFM+CDN/HBET:6-/COM,0.0265,0.0149,0.0116
BEL,Belgium,1,Bruxelles,Com,W/LWAL+CDN/H:1/COM,6.4769,2.5427,3.9343
BEL,Belgium,1,Bruxelles,Com,W/LWAL+CDN/H:2/COM,5.6764,1.9316,3.7449
BEL,Belgium,1,Bruxelles,Ind,CR+PC/LFM+CDN/H:1/IND,2.9948,2.2888,0.7060
BEL,Belgium,1,Bruxelles,Ind,CR/LFINF+CDN/H:2/IND,4.9211,4.1597,0.7614
BEL,Belgium,1,Bruxelles,Ind,MUR/LWAL+CDN/H:1/IND,2.5116,2.3325,0.1791
BEL,Belgium,1,Bruxelles,Ind,S+SL/LFM+CDN/H:1/IND,0.3959,0.2870,0.1089
BEL,Belgium,1,Bruxelles,Ind,S/LFM+CDN/H:1/IND,1.5175,1.1443,0.3732
