ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,TAXONOMY,AAEC_TOTAL_TON,AAEC_STRUCTURAL_TON,AAEC_NONSTRUCTURAL_TON
CYP,Cyprus,1,Ammochostos,Com,CR/LFINF+CDM+LFC:12.0/H:1/COM,10.2117,6.3052,3.9064
CYP,Cyprus,1,Ammochostos,Com,CR/LFINF+CDM+LFC:12.0/H:2/COM,33.2676,21.8651,11.4025
CYP,Cyprus,1,Ammochostos,Com,CR/LFINF+CDM+LFC:12.0/HBET:3-5/COM,132.8514,85.6695,47.1819
CYP,Cyprus,1,Ammochostos,Com,CR/LFINF+CDM+LFC:12.0/HBET:6-/COM,35.0603,22.6022,12.4581
CYP,Cyprus,1,Ammochostos,Com,CR/LFINF+CDN/H:1/COM,20.2664,12.6234,7.6430
CYP,Cyprus,1,Ammochostos,Com,CR/LFINF+CDN/H:2/COM,29.2064,18.6332,10.5732
CYP,Cyprus,1,Ammochostos,Com,CR/LFINF+CDN/HBET:3-5/COM,101.8966,65.6506,36.2460
CYP,Cyprus,1,Ammochostos,Com,CR/LFM+CDM+LFC:12.0/H:1/COM,0.2741,0.0811,0.1930
CYP,Cyprus,1,Ammochostos,Com,CR/LFM+CDM+LFC:12.0/H:2/COM,0.1391,0.0863,0.0529
CYP,Cyprus,1,Ammochostos,Com,MUR/LWAL+CDN/H:1/COM,33.2778,28.7745,4.5033
CYP,Cyprus,1,Ammochostos,Com,MUR/LWAL+CDN/H:2/COM,24.7611,21.4875,3.2736
CYP,Cyprus,1,Ammochostos,Com,S/LFBR+CDM/H:2/COM,12.8252,5.9361,6.8890
CYP,Cyprus,1,Ammochostos,Com,S/LFINF+CDM/HBET:3-5/COM,7.4575,4.4775,2.9800
CYP,Cyprus,1,Ammochostos,Com,S/LFINF+CDM/HBET:6-/COM,0.9626,0.5771,0.3855
CYP,Cyprus,1,Ammochostos,Ind,CR+PC/LFM+CDN/H:1/IND,14.6323,11.6090,3.0233
CYP,Cyprus,1,Ammochostos,Ind,CR/LFINF+CDM/H:1/IND,58.9240,40.6081,18.3159
CYP,Cyprus,1,Ammochostos,Ind,CR/LFINF+CDM/HBET:3-5/IND,22.4050,17.9629,4.4421
CYP,Cyprus,1,Ammochostos,Ind,S+SL/LFM+CDM/H:1/IND,27.2165,15.8456,11.3709
CYP,Cyprus,1,Ammochostos,Res,CR/LDUAL+CDN/H:2/SOS/RES,272.4198,141.0498,131.3700
CYP,Cyprus,1,Ammochostos,Res,CR/LDUAL+CDN/HBET:3-5/SOS/RES,123.4519,63.2167,60.2352
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDM+LFC:12.0/H:1/RES,5.1051,2.4784,2.6267
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDM+LFC:12.0/H:2/RES,283.5000,146.0402,137.4597
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDM+LFC:12.0/HBET:3-5/RES,22.7393,10.9119,11.8274
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDM+LFC:12.0/HBET:6-/RES,35.6761,17.3158,18.3604
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDN/H:1/RES,779.2236,374.7622,404.4614
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDN/H:2/RES,1690.1587,820.1137,870.0450
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDN/H:2/SOS/RES,475.7952,234.2423,241.5529
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDN/HBET:3-5/RES,176.6024,88.8044,87.7979
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDN/HBET:3-5/SOS/RES,13.1816,6.3253,6.8563
CYP,Cyprus,1,Ammochostos,Res,CR/LFINF+CDN/HBET:6-/SOS/RES,0.5784,0.2795,0.2989
CYP,Cyprus,1,Ammochostos,Res,MUR+ADO/LWAL+CDN/H:1/RES,72.6094,60.8534,11.7560
CYP,Cyprus,1,Ammochostos,Res,MUR/LWAL+CDN/H:1/RES,1221.4969,1056.5091,164.9878
CYP,Cyprus,1,Ammochostos,Res,MUR/LWAL+CDN/H:2/RES,314.1933,267.7246,46.4687
CYP,Cyprus,2,Larnaka,Com,CR/LFINF+CDM+LFC:12.0/H:1/COM,18.2596,10.1800,8.0796
CYP,Cyprus,2,Larnaka,Com,CR/LFINF+CDM+LFC:12.0/H:2/COM,45.9485,31.7035,14.2450
CYP,Cyprus,2,Larnaka,Com,CR/LFINF+CDM+LFC:12.0/HBET:3-5/COM,124.8381,80.5704,44.2678
CYP,Cyprus,2,Larnaka,Com,CR/LFINF+CDM+LFC:12.0/HBET:6-/COM,26.2281,17.3263,8.9019
CYP,Cyprus,2,Larnaka,Com,CR/LFINF+CDN/H:1/COM,34.9931,22.0747,12.9185
CYP,Cyprus,2,Larnaka,Com,CR/LFINF+CDN/H:2/COM,41.4140,26.7056,14.7084
CYP,Cyprus,2,Larnaka,Com,CR/LFINF+CDN/HBET:3-5/COM,98.6631,65.6006,33.0625
CYP,Cyprus,2,Larnaka,Com,CR/LFM+CDM+LFC:12.0/H:1/COM,0.8947,0.2908,0.6038
CYP,Cyprus,2,Larnaka,Com,CR/LFM+CDM+LFC:12.0/H:2/COM,0.3903,0.2185,0.1718
CYP,Cyprus,2,Larnaka,Com,MUR/LWAL+CDN/H:1/COM,38.2297,33.1685,5.0612
CYP,Cyprus,2,Larnaka,Com,MUR/LWAL+CDN/H:2/COM,21.3132,18.4946,2.8187
CYP,Cyprus,2,Larnaka,Com,S/LFBR+CDM/H:2/COM,37.9528,16.5309,21.4219
CYP,Cyprus,2,Larnaka,Com,S/LFINF+CDM/HBET:3-5/COM,9.5892,5.7719,3.8173
CYP,Cyprus,2,Larnaka,Com,S/LFINF+CDM/HBET:6-/COM,2.8994,1.8623,1.0370
CYP,Cyprus,2,Larnaka,Ind,CR+PC/LFM+CDN/H:1/IND,107.8244,84.3234,23.5010
CYP,Cyprus,2,Larnaka,Ind,CR/LFINF+CDM/H:1/IND,421.0416,287.0755,133.9661
CYP,Cyprus,2,Larnaka,Ind,CR/LFINF+CDM/HBET:3-5/IND,177.4105,142.5721,34.8384
CYP,Cyprus,2,Larnaka,Ind,S+SL/LFM+CDM/H:1/IND,193.6801,108.2663,85.4138
CYP,Cyprus,2,Larnaka,Res,CR/LDUAL+CDN/H:2/SOS/RES,468.1264,243.0392,225.0872
CYP,Cyprus,2,Larnaka,Res,CR/LDUAL+CDN/HBET:3-5/SOS/RES,205.2053,105.2869,99.9184
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDM+LFC:12.0/H:1/RES,11.2988,5.4837,5.8151
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDM+LFC:12.0/H:2/RES,620.2097,313.8426,306.3670
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDM+LFC:12.0/HBET:3-5/RES,51.1824,25.0527,26.1298
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDM+LFC:12.0/HBET:6-/RES,74.3535,35.2986,39.0548
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDN/H:1/RES,1440.9731,694.9950,745.9781
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDN/H:2/RES,3534.1227,1749.1194,1785.0033
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDN/H:2/SOS/RES,979.5320,480.9259,498.6061
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDN/HBET:3-5/RES,593.4524,289.1590,304.2934
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDN/HBET:3-5/SOS/RES,20.5040,9.7276,10.7764
CYP,Cyprus,2,Larnaka,Res,CR/LFINF+CDN/HBET:6-/SOS/RES,5.9898,2.8667,3.1231
CYP,Cyprus,2,Larnaka,Res,MUR+ADO/LWAL+CDN/H:1/RES,137.7810,115.9828,21.7982
CYP,Cyprus,2,Larnaka,Res,MUR/LWAL+CDN/H:1/RES,2274.0341,1975.0799,298.9542
CYP,Cyprus,2,Larnaka,Res,MUR/LWAL+CDN/H:2/RES,736.9900,629.3819,107.6081
CYP,Cyprus,3,Lemesos,Com,CR/LFINF+CDM+LFC:12.0/H:1/COM,37.9751,23.2901,14.6850
CYP,Cyprus,3,Lemesos,Com,CR/LFINF+CDM+LFC:12.0/H:2/COM,103.7869,69.3458,34.4411
CYP,Cyprus,3,Lemesos,Com,CR/LFINF+CDM+LFC:12.0/HBET:3-5/COM,275.0870,183.5035,91.5836
CYP,Cyprus,3,Lemesos,Com,CR/LFINF+CDM+LFC:12.0/HBET:6-/COM,59.0180,38.1306,20.8874
CYP,Cyprus,3,Lemesos,Com,CR/LFINF+CDN/H:1/COM,75.2943,47.5178,27.7765
CYP,Cyprus,3,Lemesos,Com,CR/LFINF+CDN/H:2/COM,86.8545,56.5824,30.2722
CYP,Cyprus,3,Lemesos,Com,CR/LFINF+CDN/HBET:3-5/COM,200.5581,131.5969,68.9612
CYP,Cyprus,3,Lemesos,Com,CR/LFM+CDM+LFC:12.0/H:1/COM,2.0576,0.5388,1.5188
CYP,Cyprus,3,Lemesos,Com,CR/LFM+CDM+LFC:12.0/H:2/COM,0.8329,0.5147,0.3182
CYP,Cyprus,3,Lemesos,Com,MUR/LWAL+CDN/H:1/COM,79.9011,68.8301,11.0710
CYP,Cyprus,3,Lemesos,Com,MUR/LWAL+CDN/H:2/COM,46.9564,40.7130,6.2434
CYP,Cyprus,3,Lemesos,Com,S/LFBR+CDM/H:2/COM,85.8592,37.4852,48.3740
CYP,Cyprus,3,Lemesos,Com,S/LFINF+CDM/HBET:3-5/COM,23.8724,14.0514,9.8210
CYP,Cyprus,3,Lemesos,Com,S/LFINF+CDM/HBET:6-/COM,6.5069,4.0161,2.4908
CYP,Cyprus,3,Lemesos,Ind,CR+PC/LFM+CDN/H:1/IND,34.9488,27.3096,7.6392
CYP,Cyprus,3,Lemesos,Ind,CR/LFINF+CDM/H:1/IND,152.3233,103.1039,49.2194
CYP,Cyprus,3,Lemesos,Ind,CR/LFINF+CDM/HBET:3-5/IND,53.3178,42.7592,10.5586
CYP,Cyprus,3,Lemesos,Ind,S+SL/LFM+CDM/H:1/IND,65.0303,36.8788,28.1515
CYP,Cyprus,3,Lemesos,Res,CR/LDUAL+CDN/H:2/SOS/RES,1087.1358,562.4623,524.6735
CYP,Cyprus,3,Lemesos,Res,CR/LDUAL+CDN/HBET:3-5/SOS/RES,439.7477,226.9331,212.8146
