ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,TAXONOMY,AAEC_TOTAL_TON,AAEC_STRUCTURAL_TON,AAEC_NONSTRUCTURAL_TON
LTU,Lithuania,1,Siauliai,Com,CR/LFINF+CDL/H:1/COM,0.1066,0.0901,0.0165
LTU,Lithuania,1,Siauliai,Com,CR/LFINF+CDL/H:2/COM,0.1053,0.0661,0.0392
LTU,Lithuania,1,Siauliai,Com,CR/LFINF+CDL/HBET:3-5/COM,0.0565,0.0367,0.0198
LTU,Lithuania,1,Siauliai,Com,CR/LWAL+CDL/HBET:3-5/COM,0.0056,0.0032,0.0024
LTU,Lithuania,1,Siauliai,Com,CR/LWAL+CDL/HBET:6-/COM,0.0001,0.0000,0.0000
LTU,Lithuania,1,Siauliai,Com,MUR+CB/LWAL+CDN/H:1/COM,0.5707,0.5432,0.0275
LTU,Lithuania,1,Siauliai,Com,MUR+CB/LWAL+CDN/H:2/COM,0.1646,0.1467,0.0179
LTU,Lithuania,1,Siauliai,Com,MUR+CL/LWAL+CDN/H:1/COM,0.2535,0.2436,0.0099
LTU,Lithuania,1,Siauliai,Com,MUR+CL/LWAL+CDN/H:2/COM,0.0686,0.0651,0.0035
LTU,Lithuania,1,Siauliai,Com,W/LPB+CDL/H:1/COM,0.0460,0.0117,0.0343
LTU,Lithuania,1,Siauliai,Com,W/LPB+CDL/H:2/COM,0.0116,0.0080,0.0036
LTU,Lithuania,1,Siauliai,Com,W/LWAL+CDL/H:1/COM,0.0190,0.0057,0.0134
LTU,Lithuania,1,Siauliai,Com,W/LWAL+CDL/H:2/COM,0.0012,0.0004,0.0008
LTU,Lithuania,1,Siauliai,Ind,CR+PC/LFM+CDN/H:1/IND,0.3674,0.2906,0.0768
LTU,Lithuania,1,Siauliai,Ind,CR/LFM+CDN/H:2/IND,0.1624,0.1313,0.0311
LTU,Lithuania,1,Siauliai,Ind,CR/LWAL+CDN/H:2/IND,0.0328,0.0215,0.0113
LTU,Lithuania,1,Siauliai,Ind,MUR/LWAL+CDN/H:1/IND,0.7624,0.7168,0.0456
LTU,Lithuania,1,Siauliai,Ind,S+SL/LFM+CDN/H:1/IND,0.1200,0.0877,0.0323
LTU,Lithuania,1,Siauliai,Ind,S/LFM+CDN/H:1/IND,0.1629,0.1147,0.0482
LTU,Lithuania,1,Siauliai,Ind,W/LWAL+CDN/H:1/IND,0.1494,0.0862,0.0632
LTU,Lithuania,1,Siauliai,Res,CR/LFINF+CDN/H:3/RES,3.4463,1.6900,1.7563
LTU,Lithuania,1,Siauliai,Res,CR/LWAL+CDN/HBET:4-10/RES,0.0805,0.0344,0.0461
LTU,Lithuania,1,Siauliai,Res,MUR+CB/LWAL+CDN/HBET:1-2/RES,0.9195,0.8436,0.0759
LTU,Lithuania,1,Siauliai,Res,MUR+CB/LWAL+CDN/HBET:1-4/RES,0.3763,0.3288,0.0475
LTU,Lithuania,1,Siauliai,Res,MUR+CL/LWAL+CDN/HBET:1-4/RES,1.3001,1.1188,0.1813
LTU,Lithuania,1,Siauliai,Res,W/LPB+CDL/HBET:1-3/RES,0.0901,0.0300,0.0601
LTU,Lithuania,1,Siauliai,Res,W/LWAL+CDL/HBET:1-3/RES,0.1347,0.0419,0.0928
LTU,Lithuania,10,Vilniaus,Com,CR/LFINF+CDL/H:1/COM,0.0220,0.0116,0.0104
LTU,Lithuania,10,Vilniaus,Com,CR/LFINF+CDL/H:2/COM,0.0105,0.0079,0.0026
LTU,Lithuania,10,Vilniaus,Com,CR/LFINF+CDL/HBET:3-5/COM,0.0130,0.0056,0.0074
LTU,Lithuania,10,Vilniaus,Com,CR/LWAL+CDL/HBET:3-5/COM,0.0004,0.0002,0.0002
LTU,Lithuania,10,Vilniaus,Com,CR/LWAL+CDL/HBET:6-/COM,0.0000,0.0000,0.0000
LTU,Lithuania,10,Vilniaus,Com,MUR+CB/LWAL+CDN/H:1/COM,0.1800,0.1780,0.0020
LTU,Lithuania,10,Vilniaus,Com,MUR+CB/LWAL+CDN/H:2/COM,0.0174,0.0165,0.0009
LTU,Lithuania,10,Vilniaus,Com,MUR+CL/LWAL+CDN/H:1/COM,0.0247,0.0246,0.0001
LTU,Lithuania,10,Vilniaus,Com,MUR+CL/LWAL+CDN/H:2/COM,0.0079,0.0070,0.0010
LTU,Lithuania,10,Vilniaus,Com,W/LPB+CDL/H:1/COM,0.0021,0.0005,0.0015
LTU,Lithuania,10,Vilniaus,Com,W/LPB+CDL/H:2/COM,0.0001,0.0001,0.0000
LTU,Lithuania,10,Vilniaus,Com,W/LWAL+CDL/H:1/COM,0.0007,0.0002,0.0006
LTU,Lithuania,10,Vilniaus,Com,W/LWAL+CDL/H:2/COM,0.0002,0.0001,0.0001
LTU,Lithuania,10,Vilniaus,Ind,CR+PC/LFM+CDN/H:1/IND,0.0140,0.0103,0.0037
LTU,Lithuania,10,Vilniaus,Ind,CR/LFM+CDN/H:2/IND,0.0207,0.0191,0.0016
LTU,Lithuania,10,Vilniaus,Ind,CR/LWAL+CDN/H:2/IND,0.0001,0.0000,0.0001
LTU,Lithuania,10,Vilniaus,Ind,MUR/LWAL+CDN/H:1/IND,0.0611,0.0596,0.0014
LTU,Lithuania,10,Vilniaus,Ind,S+SL/LFM+CDN/H:1/IND,0.0019,0.0015,0.0004
LTU,Lithuania,10,Vilniaus,Ind,S/LFM+CDN/H:1/IND,0.0044,0.0030,0.0014
LTU,Lithuania,10,Vilniaus,Ind,W/LWAL+CDN/H:1/IND,0.0031,0.0016,0.0015
LTU,Lithuania,10,Vilniaus,Res,CR/LFINF+CDN/H:3/RES,0.4880,0.1903,0.2977
LTU,Lithuania,10,Vilniaus,Res,CR/LWAL+CDN/HBET:4-10/RES,0.0021,0.0003,0.0018
LTU,Lithuania,10,Vilniaus,Res,MUR+CB/LWAL+CDN/HBET:1-2/RES,0.1304,0.1221,0.0083
LTU,Lithuania,10,Vilniaus,Res,MUR+CB/LWAL+CDN/HBET:1-4/RES,0.0435,0.0374,0.0061
LTU,Lithuania,10,Vilniaus,Res,MUR+CL/LWAL+CDN/HBET:1-4/RES,0.1728,0.1442,0.0287
LTU,Lithuania,10,Vilniaus,Res,W/LPB+CDL/HBET:1-3/RES,0.0063,0.0013,0.0050
LTU,Lithuania,10,Vilniaus,Res,W/LWAL+CDL/HBET:1-3/RES,0.0081,0.0028,0.0053
LTU,Lithuania,2,Alytaus,Com,CR/LFINF+CDL/H:1/COM,0.0058,0.0038,0.0020
LTU,Lithuania,2,Alytaus,Com,CR/LFINF+CDL/H:2/COM,0.0016,0.0013,0.0003
LTU,Lithuania,2,Alytaus,Com,CR/LFINF+CDL/HBET:3-5/COM,0.0019,0.0010,0.0009
LTU,Lithuania,2,Alytaus,Com,CR/LWAL+CDL/HBET:3-5/COM,0.0001,0.0001,0.0000
LTU,Lithuania,2,Alytaus,Com,CR/LWAL+CDL/HBET:6-/COM,0.0000,0.0000,0.0000
LTU,Lithuania,2,Alytaus,Com,MUR+CB/LWAL+CDN/H:1/COM,0.0210,0.0194,0.0016
LTU,Lithuania,2,Alytaus,Com,MUR+CB/LWAL+CDN/H:2/COM,0.0447,0.0442,0.0005
LTU,Lithuania,2,Alytaus,Com,MUR+CL/LWAL+CDN/H:1/COM,0.0428,0.0418,0.0010
LTU,Lithuania,2,Alytaus,Com,MUR+CL/LWAL+CDN/H:2/COM,0.0018,0.0016,0.0002
LTU,Lithuania,2,Alytaus,Com,W/LPB+CDL/H:1/COM,0.0002,0.0002,0.0000
LTU,Lithuania,2,Alytaus,Com,W/LPB+CDL/H:2/COM,0.0000,0.0000,0.0000
LTU,Lithuania,2,Alytaus,Com,W/LWAL+CDL/H:1/COM,0.0002,0.0000,0.0002
LTU,Lithuania,2,Alytaus,Com,W/LWAL+CDL/H:2/COM,0.0001,0.0000,0.0001
LTU,Lithuania,2,Alytaus,Ind,CR+PC/LFM+CDN/H:1/IND,0.0160,0.0147,0.0012
LTU,Lithuania,2,Alytaus,Ind,CR/LFM+CDN/H:2/IND,0.0004,0.0003,0.0002
LTU,Lithuania,2,Alytaus,Ind,CR/LWAL+CDN/H:2/IND,0.0003,0.0003,0.0000
LTU,Lithuania,2,Alytaus,Ind,MUR/LWAL+CDN/H:1/IND,0.0391,0.0378,0.0013
LTU,Lithuania,2,Alytaus,Ind,S+SL/LFM+CDN/H:1/IND,0.0040,0.0025,0.0015
LTU,Lithuania,2,Alytaus,Ind,S/LFM+CDN/H:1/IND,0.0072,0.0061,0.0011
LTU,Lithuania,2,Alytaus,Ind,W/LWAL+CDN/H:1/IND,0.0050,0.0019,0.0031
