ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,TAXONOMY,AAEC_TOTAL_TON,AAEC_STRUCTURAL_TON,AAEC_NONSTRUCTURAL_TON
PRT,Portugal,1,Evora,Com,CR/LFINF+CDH+LFC:11.0/H:1/COM,0.2193,0.0715,0.1478
PRT,Portugal,1,Evora,Com,CR/LFINF+CDH+LFC:11.0/H:2/COM,0.7072,0.4111,0.2961
PRT,Portugal,1,Evora,Com,CR/LFINF+CDH+LFC:11.0/HBET:3-5/COM,0.5175,0.3589,0.1586
PRT,Portugal,1,Evora,Com,CR/LFINF+CDM+LFC:12.0/H:1/COM,0.3139,0.1833,0.1306
PRT,Portugal,1,Evora,Com,CR/LFINF+CDM+LFC:12.0/H:2/COM,1.0483,0.7040,0.3444
PRT,Portugal,1,Evora,Com,CR/LFINF+CDM+LFC:12.0/HBET:3-5/COM,0.5535,0.3706,0.1829
PRT,Portugal,1,Evora,Com,CR/LFINF+CDM+LFC:16.5/H:1/COM,0.1382,0.0853,0.0529
PRT,Portugal,1,Evora,Com,CR/LFINF+CDM+LFC:16.5/H:2/COM,0.4695,0.3177,0.1518
PRT,Portugal,1,Evora,Com,CR/LFINF+CDM+LFC:16.5/HBET:3-5/COM,0.3040,0.2078,0.0962
PRT,Portugal,1,Evora,Com,CR/LFINF+CDN/H:1/COM,0.8601,0.5421,0.3180
PRT,Portugal,1,Evora,Com,CR/LFINF+CDN/H:2/COM,1.1105,0.7460,0.3645
PRT,Portugal,1,Evora,Com,CR/LFINF+CDN/HBET:3-5/COM,0.5651,0.3835,0.1816
PRT,Portugal,1,Evora,Com,CR/LFM+CDH+LFC:11.0/HBET:3-5/COM,0.0350,0.0226,0.0124
PRT,Portugal,1,Evora,Com,CR/LFM+CDM+LFC:12.0/HBET:3-5/COM,0.0231,0.0149,0.0082
PRT,Portugal,1,Evora,Com,CR/LFM+CDM+LFC:16.5/HBET:3-5/COM,0.0103,0.0059,0.0044
PRT,Portugal,1,Evora,Com,CR/LFM+CDN/HBET:3-5/COM,0.0220,0.0143,0.0077
PRT,Portugal,1,Evora,Com,CR/LWAL+CDH+LFC:11.0/H:1/COM,0.2388,0.0050,0.2338
PRT,Portugal,1,Evora,Com,CR/LWAL+CDH+LFC:11.0/H:2/COM,0.2222,0.0352,0.1870
PRT,Portugal,1,Evora,Com,CR/LWAL+CDH+LFC:11.0/HBET:3-5/COM,0.4233,0.2084,0.2149
PRT,Portugal,1,Evora,Com,CR/LWAL+CDH+LFC:11.0/HBET:6-/COM,0.6317,0.4115,0.2202
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:12.0/H:1/COM,0.1415,0.0123,0.1291
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:12.0/H:2/COM,0.1292,0.0423,0.0868
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:12.0/HBET:3-5/COM,0.4024,0.2366,0.1658
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:12.0/HBET:6-/COM,0.6092,0.4110,0.1982
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:16.5/H:1/COM,0.0574,0.0043,0.0531
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:16.5/H:2/COM,0.0499,0.0179,0.0319
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:16.5/HBET:3-5/COM,0.1513,0.0949,0.0564
PRT,Portugal,1,Evora,Com,CR/LWAL+CDM+LFC:16.5/HBET:6-/COM,0.3184,0.2074,0.1110
PRT,Portugal,1,Evora,Com,CR/LWAL+CDN/H:1/COM,0.0383,0.0066,0.0317
PRT,Portugal,1,Evora,Com,CR/LWAL+CDN/H:2/COM,0.0579,0.0324,0.0255
PRT,Portugal,1,Evora,Com,CR/LWAL+CDN/HBET:3-5/COM,0.3513,0.2405,0.1109
PRT,Portugal,1,Evora,Com,CR/LWAL+CDN/HBET:6-/COM,0.3839,0.2533,0.1306
PRT,Portugal,1,Evora,Com,MUR/LWAL+CDN/H:1/COM,0.6789,0.6002,0.0787
PRT,Portugal,1,Evora,Com,MUR/LWAL+CDN/H:2/COM,2.5417,2.2051,0.3366
PRT,Portugal,1,Evora,Com,S/LFBR+CDM/HBET:3-5/COM,0.0184,0.0123,0.0061
PRT,Portugal,1,Evora,Com,S/LFM+CDM/HBET:3-5/COM,0.0151,0.0091,0.0060
PRT,Portugal,1,Evora,Com,SRC/LFM+CDH/H:1/COM,0.2777,0.0616,0.2161
PRT,Portugal,1,Evora,Com,SRC/LFM+CDH/H:2/COM,0.3817,0.1552,0.2264
PRT,Portugal,1,Evora,Com,SRC/LFM+CDH/HBET:6-/COM,0.0132,0.0077,0.0055
PRT,Portugal,1,Evora,Com,SRC/LFM+CDM/H:1/COM,0.2863,0.0822,0.2041
PRT,Portugal,1,Evora,Com,SRC/LFM+CDM/H:2/COM,0.4560,0.2218,0.2342
PRT,Portugal,1,Evora,Ind,CR+PC/LFM+CDL/H:2/IND,2.9553,2.3246,0.6307
PRT,Portugal,1,Evora,Ind,CR/LFM+CDM/H:1/IND,4.8497,1.2053,3.6444
PRT,Portugal,1,Evora,Ind,S+SL/LFM+CDL/H:1/IND,0.4683,0.3201,0.1481
PRT,Portugal,1,Evora,Ind,S/LFBR+CDH/H:2/IND,0.7608,0.5001,0.2607
PRT,Portugal,1,Evora,Ind,S/LFM+CDM/H:1/IND,1.0627,0.5872,0.4754
PRT,Portugal,1,Evora,Res,CR/LFINF+CDL+LFC:10.0/H:1/RES,0.5313,0.2642,0.2672
