ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,TAXONOMY,AAEC_TOTAL_TON,AAEC_STRUCTURAL_TON,AAEC_NONSTRUCTURAL_TON
GIB,Gibraltar,GIB,Gibraltar,Com,CR/LFM+CDL/H:1/COM,0.6774,0.4095,0.2679
GIB,Gibraltar,GIB,Gibraltar,Com,CR/LFM+CDL/H:2/COM,0.3428,0.2264,0.1164
GIB,Gibraltar,GIB,Gibraltar,Com,CR/LFM+CDL/HBET:3-5/COM,2.6090,1.6958,0.9132
GIB,Gibraltar,GIB,Gibraltar,Com,CR/LFM+CDL/HBET:6-/COM,0.1941,0.1403,0.0539
GIB,Gibraltar,GIB,Gibraltar,Com,MR/LWAL+CDL/H:1/COM,0.7618,0.5693,0.1924
GIB,Gibraltar,GIB,Gibraltar,Com,MR/LWAL+CDL/H:2/COM,0.8318,0.7045,0.1273
GIB,Gibraltar,GIB,Gibraltar,Com,MR/LWAL+CDL/HBET:3-5/COM,2.5587,2.1625,0.3962
GIB,Gibraltar,GIB,Gibraltar,Com,S/LFM+CDL/H:1/COM,0.1316,0.0614,0.0702
GIB,Gibraltar,GIB,Gibraltar,Com,S/LFM+CDL/H:2/COM,0.0029,0.0012,0.0017
GIB,Gibraltar,GIB,Gibraltar,Com,S/LFM+CDL/HBET:3-5/COM,0.1100,0.0779,0.0320
GIB,Gibraltar,GIB,Gibraltar,Com,S/LFM+CDL/HBET:6-/COM,0.0376,0.0149,0.0228
GIB,Gibraltar,GIB,Gibraltar,Com,S/LWAL+CDL/H:1/COM,0.0692,0.0486,0.0206
GIB,Gibraltar,GIB,Gibraltar,Com,S/LWAL+CDL/H:2/COM,0.0049,0.0031,0.0018
GIB,Gibraltar,GIB,Gibraltar,Com,S/LWAL+CDL/HBET:3-5/COM,0.8314,0.6190,0.2124
GIB,Gibraltar,GIB,Gibraltar,Com,S/LWAL+CDL/HBET:6-/COM,0.0109,0.0079,0.0030
GIB,Gibraltar,GIB,Gibraltar,Com,W/LFM+CDL/H:1/COM,0.6579,0.2322,0.4257
GIB,Gibraltar,GIB,Gibraltar,Com,W/LFM+CDL/H:2/COM,0.0664,0.0231,0.0432
GIB,Gibraltar,GIB,Gibraltar,Ind,CR+PC/LFM+CDN/H:1/IND,0.0775,0.0643,0.0133
GIB,Gibraltar,GIB,Gibraltar,Ind,CR/LFM+CDN/H:2/IND,0.0566,0.0408,0.0158
GIB,Gibraltar,GIB,Gibraltar,Ind,MUR/LWAL+CDN/H:1/IND,0.2304,0.2174,0.0130
GIB,Gibraltar,GIB,Gibraltar,Ind,S+SL/LFM+CDN/H:1/IND,0.0437,0.0286,0.0151
GIB,Gibraltar,GIB,Gibraltar,Ind,S/LFBR+CDN/H:1/IND,0.1776,0.1320,0.0456
GIB,Gibraltar,GIB,Gibraltar,Ind,S/LFM+CDN/H:1/IND,0.1498,0.0973,0.0525
GIB,Gibraltar,GIB,Gibraltar,Res,CR/LFINF+CDL/HBET:3-5/RES,3.1401,1.6419,1.4981
GIB,Gibraltar,GIB,Gibraltar,Res,CR/LFINF+CDN/HBET:3-5/RES,8.8111,4.3069,4.5042
GIB,Gibraltar,GIB,Gibraltar,Res,MR/LWAL+CDL/H:2/RES,11.2266,9.1261,2.1005
GIB,Gibraltar,GIB,Gibraltar,Res,S/LFM+CDL/H:1/RES,0.4451,0.1978,0.2473
GIB,Gibraltar,GIB,Gibraltar,Res,S/LWAL+CDL/H:1/RES,0.1035,0.0295,0.0741
GIB,Gibraltar,GIB,Gibraltar,Res,W/LFM+CDL/H:1/RES,0.3288,0.1200,0.2087
