ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,TAXONOMY,AAEC_TOTAL_TON,AAEC_STRUCTURAL_TON,AAEC_NONSTRUCTURAL_TON
BLR,Belarus,1,Brest,Com,CR/LWAL+CDL/H:1/COM,0.0148,0.0072,0.0076
BLR,Belarus,1,Brest,Com,CR/LWAL+CDL/H:2/COM,0.0128,0.0118,0.0010
BLR,Belarus,1,Brest,Com,CR/LWAL+CDL/HBET:3-5/COM,0.0016,0.0009,0.0007
BLR,Belarus,1,Brest,Com,CR/LWAL+CDL/HBET:6-/COM,0.0009,0.0002,0.0006
BLR,Belarus,1,Brest,Com,MUR+CB/LWAL+CDN/H:1/COM,0.0298,0.0256,0.0042
BLR,Belarus,1,Brest,Com,MUR+CB/LWAL+CDN/H:2/COM,0.0021,0.0017,0.0004
BLR,Belarus,1,Brest,Com,MUR+CB/LWAL+CDN/HBET:3-5/COM,0.0068,0.0067,0.0001
BLR,Belarus,1,Brest,Com,MUR/LWAL+CDN/H:1/COM,0.2229,0.2181,0.0048
BLR,Belarus,1,Brest,Com,MUR/LWAL+CDN/H:2/COM,0.0251,0.0232,0.0018
BLR,Belarus,1,Brest,Com,MUR/LWAL+CDN/HBET:3-5/COM,0.0314,0.0297,0.0017
BLR,Belarus,1,Brest,Com,W/LFM+CDL/H:1/COM,0.0373,0.0133,0.0240
BLR,Belarus,1,Brest,Com,W/LFM+CDL/H:2/COM,0.0069,0.0039,0.0030
BLR,Belarus,1,Brest,Ind,CR+PC/LFM+CDN/H:1/IND,0.0240,0.0223,0.0017
BLR,Belarus,1,Brest,Ind,CR/LFINF+CDN/H:1/IND,0.0117,0.0061,0.0056
BLR,Belarus,1,Brest,Ind,CR/LFM+CDN/HBET:3-5/IND,0.0005,0.0003,0.0002
BLR,Belarus,1,Brest,Ind,MUR/LWAL+CDN/H:1/IND,0.0194,0.0185,0.0009
BLR,Belarus,1,Brest,Ind,S/LFM+CDN/RME/H:1/IND,0.0025,0.0010,0.0015
BLR,Belarus,1,Brest,Res,CR/LWAL+CDL/HBET:3-5/RES,0.6163,0.3483,0.2679
BLR,Belarus,1,Brest,Res,MUR+CB/LWAL+CDN/H:1/RES,0.7264,0.6797,0.0467
BLR,Belarus,1,Brest,Res,MUR/LWAL+CDN/H:1/RES,0.6907,0.6198,0.0709
BLR,Belarus,1,Brest,Res,W/LFM+CDL/H:1/RES,0.2362,0.0939,0.1423
BLR,Belarus,2,Homyel',Com,CR/LWAL+CDL/H:1/COM,0.0000,0.0000,0.0000
BLR,Belarus,2,Homyel',Com,CR/LWAL+CDL/H:2/COM,0.0001,0.0000,0.0001
BLR,Belarus,2,Homyel',Com,CR/LWAL+CDL/HBET:3-5/COM,0.0002,0.0001,0.0000
BLR,Belarus,2,Homyel',Com,CR/LWAL+CDL/HBET:6-/COM,0.0000,0.0000,0.0000
BLR,Belarus,2,Homyel',Com,MUR+CB/LWAL+CDN/H:1/COM,0.0051,0.0041,0.0009
BLR,Belarus,2,Homyel',Com,MUR+CB/LWAL+CDN/H:2/COM,0.0008,0.0008,0.0000
BLR,Belarus,2,Homyel',Com,MUR+CB/LWAL+CDN/HBET:3-5/COM,0.0002,0.0002,0.0000
BLR,Belarus,2,Homyel',Com,MUR/LWAL+CDN/H:1/COM,0.0232,0.0211,0.0021
BLR,Belarus,2,Homyel',Com,MUR/LWAL+CDN/H:2/COM,0.0125,0.0120,0.0005
BLR,Belarus,2,Homyel',Com,MUR/LWAL+CDN/HBET:3-5/COM,0.0024,0.0018,0.0006
BLR,Belarus,2,Homyel',Com,W/LFM+CDL/H:1/COM,0.0062,0.0011,0.0051
BLR,Belarus,2,Homyel',Com,W/LFM+CDL/H:2/COM,0.0009,0.0003,0.0006
BLR,Belarus,2,Homyel',Ind,CR+PC/LFM+CDN/H:1/IND,0.0038,0.0033,0.0005
BLR,Belarus,2,Homyel',Ind,CR/LFINF+CDN/H:1/IND,0.0110,0.0095,0.0015
BLR,Belarus,2,Homyel',Ind,CR/LFM+CDN/HBET:3-5/IND,0.0003,0.0002,0.0001
BLR,Belarus,2,Homyel',Ind,MUR/LWAL+CDN/H:1/IND,0.0091,0.0081,0.0009
BLR,Belarus,2,Homyel',Ind,S/LFM+CDN/RME/H:1/IND,0.0024,0.0015,0.0009
BLR,Belarus,2,Homyel',Res,CR/LWAL+CDL/HBET:3-5/RES,0.7135,0.3540,0.3595
BLR,Belarus,2,Homyel',Res,MUR+CB/LWAL+CDN/H:1/RES,0.8313,0.7600,0.0712
BLR,Belarus,2,Homyel',Res,MUR/LWAL+CDN/H:1/RES,1.4958,1.3412,0.1547
BLR,Belarus,2,Homyel',Res,W/LFM+CDL/H:1/RES,0.2654,0.0911,0.1743
BLR,Belarus,3,Hrodna,Com,CR/LWAL+CDL/H:1/COM,0.0019,0.0001,0.0018
BLR,Belarus,3,Hrodna,Com,CR/LWAL+CDL/H:2/COM,0.0001,0.0000,0.0001
BLR,Belarus,3,Hrodna,Com,CR/LWAL+CDL/HBET:3-5/COM,0.0021,0.0020,0.0000
BLR,Belarus,3,Hrodna,Com,CR/LWAL+CDL/HBET:6-/COM,0.0000,0.0000,0.0000
BLR,Belarus,3,Hrodna,Com,MUR+CB/LWAL+CDN/H:1/COM,0.0013,0.0013,0.0000
BLR,Belarus,3,Hrodna,Com,MUR+CB/LWAL+CDN/H:2/COM,0.0000,0.0000,0.0000
BLR,Belarus,3,Hrodna,Com,MUR+CB/LWAL+CDN/HBET:3-5/COM,0.0005,0.0002,0.0002
BLR,Belarus,3,Hrodna,Com,MUR/LWAL+CDN/H:1/COM,0.0006,0.0006,0.0001
BLR,Belarus,3,Hrodna,Com,MUR/LWAL+CDN/H:2/COM,0.0005,0.0004,0.0001
BLR,Belarus,3,Hrodna,Com,MUR/LWAL+CDN/HBET:3-5/COM,0.0005,0.0001,0.0004
BLR,Belarus,3,Hrodna,Com,W/LFM+CDL/H:1/COM,0.0000,0.0000,0.0000
BLR,Belarus,3,Hrodna,Com,W/LFM+CDL/H:2/COM,0.0000,0.0000,0.0000
BLR,Belarus,3,Hrodna,Ind,CR+PC/LFM+CDN/H:1/IND,0.0016,0.0013,0.0002
BLR,Belarus,3,Hrodna,Ind,CR/LFINF+CDN/H:1/IND,0.0048,0.0038,0.0011
BLR,Belarus,3,Hrodna,Ind,CR/LFM+CDN/HBET:3-5/IND,0.0002,0.0002,0.0000
BLR,Belarus,3,Hrodna,Ind,MUR/LWAL+CDN/H:1/IND,0.0017,0.0017,0.0001
BLR,Belarus,3,Hrodna,Ind,S/LFM+CDN/RME/H:1/IND,0.0001,0.0001,0.0001
BLR,Belarus,3,Hrodna,Res,CR/LWAL+CDL/HBET:3-5/RES,0.1468,0.0917,0.0551
BLR,Belarus,3,Hrodna,Res,MUR+CB/LWAL+CDN/H:1/RES,0.3058,0.2940,0.0118
BLR,Belarus,3,Hrodna,Res,MUR/LWAL+CDN/H:1/RES,0.3240,0.2873,0.0367
BLR,Belarus,3,Hrodna,Res,W/LFM+CDL/H:1/RES,0.0543,0.0160,0.0383
BLR,Belarus,4,Mahilyow,Com,CR/LWAL+CDL/H:1/COM,0.0000,0.0000,0.0000
BLR,Belarus,4,Mahilyow,Com,CR/LWAL+CDL/H:2/COM,0.0000,0.0000,0.0000
BLR,Belarus,4,Mahilyow,Com,CR/LWAL+CDL/HBET:3-5/COM,0.0000,0.0000,0.0000
BLR,Belarus,4,Mahilyow,Com,CR/LWAL+CDL/HBET:6-/COM,0.0000,0.0000,0.0000
BLR,Belarus,4,Mahilyow,Com,MUR+CB/LWAL+CDN/H:1/COM,0.0014,0.0010,0.0004
BLR,Belarus,4,Mahilyow,Com,MUR+CB/LWAL+CDN/H:2/COM,0.0000,0.0000,0.0000
BLR,Belarus,4,Mahilyow,Com,MUR+CB/LWAL+CDN/HBET:3-5/COM,0.0002,0.0002,0.0000
BLR,Belarus,4,Mahilyow,Com,MUR/LWAL+CDN/H:1/COM,0.0076,0.0035,0.0041
BLR,Belarus,4,Mahilyow,Com,MUR/LWAL+CDN/H:2/COM,0.0008,0.0008,0.0000
BLR,Belarus,4,Mahilyow,Com,MUR/LWAL+CDN/HBET:3-5/COM,0.0003,0.0002,0.0000
BLR,Belarus,4,Mahilyow,Com,W/LFM+CDL/H:1/COM,0.0116,0.0005,0.0112
BLR,Belarus,4,Mahilyow,Com,W/LFM+CDL/H:2/COM,0.0008,0.0008,0.0000
BLR,Belarus,4,Mahilyow,Ind,CR+PC/LFM+CDN/H:1/IND,0.0012,0.0011,0.0001
BLR,Belarus,4,Mahilyow,Ind,CR/LFINF+CDN/H:1/IND,0.0008,0.0007,0.0001
BLR,Belarus,4,Mahilyow,Ind,CR/LFM+CDN/HBET:3-5/IND,0.0000,0.0000,0.0000
BLR,Belarus,4,Mahilyow,Ind,MUR/LWAL+CDN/H:1/IND,0.0009,0.0008,0.0000
BLR,Belarus,4,Mahilyow,Ind,S/LFM+CDN/RME/H:1/IND,0.0000,0.0000,0.0000
BLR,Belarus,4,Mahilyow,Res,CR/LWAL+CDL/HBET:3-5/RES,0.0251,0.0142,0.0110
BLR,Belarus,4,Mahilyow,Res,MUR+CB/LWAL+CDN/H:1/RES,0.2733,0.2626,0.0107
BLR,Belarus,4,Mahilyow,Res,MUR/LWAL+CDN/H:1/RES,0.1578,0.1536,0.0042
BLR,Belarus,4,Mahilyow,Res,W/LFM+CDL/H:1/RES,0.0156,0.0048,0.0107
BLR,Belarus,5,Minsk,Com,CR/LWAL+CDL/H:1/COM,0.0269,0.0030,0.0239
BLR,Belarus,5,Minsk,Com,CR/LWAL+CDL/H:2/COM,0.0090,0.0043,0.0047
BLR,Belarus,5,Minsk,Com,CR/LWAL+CDL/HBET:3-5/COM,0.1990,0.1510,0.0480
BLR,Belarus,5,Minsk,Com,CR/LWAL+CDL/HBET:6-/COM,0.0083,0.0069,0.0014
BLR,Belarus,5,Minsk,Com,MUR+CB/LWAL+CDN/H:1/COM,0.0891,0.0840,0.0051
BLR,Belarus,5,Minsk,Com,MUR+CB/LWAL+CDN/H:2/COM,0.0229,0.0219,0.0010
BLR,Belarus,5,Minsk,Com,MUR+CB/LWAL+CDN/HBET:3-5/COM,0.1207,0.1171,0.0036
