NO,ITEM,QUANTITY,QUANTITY_UNITS,EC,EC_UNITS,MF
1,Foundations,0.0670030864197531,m3,341.9382,m3,2458.86
2,Frame,0.006937777777777778,m3,5442.562000000001,m3,7850.0
3,Floors,0.1303285,m3,497.00467279997395,m3,2259.9400864731315
4,Walls,0.06419753086419754,m3,375.3161,m3,2486.655
