NO,ITEM,QUANTITY,QUANTITY_UNITS,EC,EC_UNITS,MF
1,Foundations,0.06133395061728396,m3,341.9382,m3,2458.86
2,Frame,0.10388888888888892,m3,486.306696,m3,2578.8908
3,Floors,0.25,m3,257.58119322314053,m3,1756.7608181818177
4,Walls,0.14564814814814817,m3,375.3161,m3,2486.655
