NO,ITEM,QUANTITY,QUANTITY_UNITS,EC,EC_UNITS,MF
1,Foundations,0.030625000000000003,m3,341.9382,m3,2458.86
2,Frame,0.0,m3,0.0,m3,0.0
3,Floors,0.25,m3,257.58119322314053,m3,1756.7608181818177
4,Walls,0.6009375,m3,485.9904670238732,m3,1527.9750715591476
