NO,ITEM,QUANTITY,QUANTITY_UNITS,EC,EC_UNITS,MF
1,Foundations,0.06805246913580247,m3,341.9382,m3,2458.86
2,Frame,0.09556327160493829,m3,486.306696,m3,2578.8908
3,Floors,0.15,m3,362.79600000000005,m3,2476.3
4,Walls,0.030092592592592598,m3,375.3161,m3,2486.655
