NO,ITEM,QUANTITY,QUANTITY_UNITS,EC,EC_UNITS,MF
1,Foundations,0.09172118750000001,m3,341.9382,m3,2458.86
2,Frame,0.102975,m3,162.0,m3,640.0
3,Floors,0.075,m3,284.72900000000004,m3,1855.1166666666663
4,Walls,0.017217899999999998,m3,162.0,m3,640.0
