NO,ITEM,QUANTITY,QUANTITY_UNITS,EC,EC_UNITS,MF
1,Foundations,0.030625000000000003,m3,341.9382,m3,2458.86
2,Frame,0.0,m3,0.0,m3,0.0
3,Floors,0.25,m3,345.70020148760335,m3,2116.4302396694216
4,Walls,0.6009375,m3,570.8736528840966,m3,1668.9135186655121
