ID_0,NAME_0,ID_1,NAME_1,SETTLEMENT,OCCUPANCY,TAXONOMY,BUILDINGS,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,COST_STRUCTURAL_USD,COST_NONSTRUCTURAL_USD,COST_CONTENTS_USD,TOTAL_REPL_EC_TON,EC_STRUCTURAL_TON,EC_NONSTRUCTURAL_TON
GIB,Gibraltar,GIB,Gibraltar,Total,Ind,CR+PC/LFM+CDN/H:1/IND,6,5554,12468094,1870214,3117023,7480856,2370,1699,671
GIB,Gibraltar,GIB,Gibraltar,Total,Ind,CR/LFM+CDN/H:2/IND,6,5554,12468094,1870214,3117023,7480856,2373,1702,671
GIB,Gibraltar,GIB,Gibraltar,Total,Ind,MUR/LWAL+CDN/H:1/IND,3,2524,5127297,769095,1281824,3076378,1256,1067,189
GIB,Gibraltar,GIB,Gibraltar,Total,Ind,S+SL/LFM+CDN/H:1/IND,9,7573,16191918,2428788,4047980,9715151,1856,1290,566
GIB,Gibraltar,GIB,Gibraltar,Total,Ind,S/LFBR+CDN/H:1/IND,11,9088,19430302,2914545,4857576,11658181,2313,1634,678
GIB,Gibraltar,GIB,Gibraltar,Total,Ind,S/LFM+CDN/H:1/IND,24,20196,43178449,6476767,10794612,25907070,4948,3439,1509
