ID_0,NAME_0,ID_1,NAME_1,SETTLEMENT,OCCUPANCY,TAXONOMY,BUILDINGS,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,COST_STRUCTURAL_USD,COST_NONSTRUCTURAL_USD,COST_CONTENTS_USD,TOTAL_REPL_EC_TON,EC_STRUCTURAL_TON,EC_NONSTRUCTURAL_TON
POL,Poland,1,Lodz,Rural,Res,CR/LFINF+CDN/HBET:4-10/RES,43228,5360226,4813203808,1443961146,2406601902,962640765,2065489,984752,1080738
POL,Poland,1,Lodz,Rural,Res,CR/LWAL+CDN/HBET:4-10/RES,52219,6475236,5814419879,1744325968,2907209943,1162883975,2809984,1504935,1305049
POL,Poland,1,Lodz,Rural,Res,MUR+CB/LWAL+CDN/HBET:1-2/RES,6479,505338,410553196,123165963,205276601,82110640,257154,214791,42363
POL,Poland,1,Lodz,Rural,Res,MUR+CL/LWAL+CDN/HBET:1-4/RES,42492,8286195,6731941667,2019582498,3365970832,1346388332,3634916,2944991,689925
POL,Poland,1,Lodz,Rural,Res,MUR+ST/LWAL+CDN/HBET:1-4/RES,12959,1010681,821106390,246331920,410553197,164221275,443360,359207,84153
POL,Poland,1,Lodz,Rural,Res,W/LPB+CDL/HBET:1-3/RES,3718,684186,555852625,166755786,277926311,111170527,114546,41773,72774
POL,Poland,1,Lodz,Urban,Res,CR/LFINF+CDN/HBET:4-10/RES,70040,8685063,9099012533,2729703758,4549506268,1819802507,3346667,1595572,1751096
POL,Poland,1,Lodz,Urban,Res,CR/LWAL+CDN/HBET:4-10/RES,84610,10491683,10991738861,3297521658,5495869436,2198347773,4552953,2438413,2114541
POL,Poland,1,Lodz,Urban,Res,MUR+CB/LWAL+CDN/HBET:1-2/RES,10498,818794,776032125,232809638,388016063,155206422,416662,348022,68639
POL,Poland,1,Lodz,Urban,Res,MUR+CL/LWAL+CDN/HBET:1-4/RES,68850,13425937,12724789316,3817436798,6362394660,2544957860,5889572,4771702,1117870
POL,Poland,1,Lodz,Urban,Res,MUR+ST/LWAL+CDN/HBET:1-4/RES,20993,1637581,1552064209,465619266,776032106,310412839,718362,582012,136349
POL,Poland,1,Lodz,Urban,Res,W/LPB+CDL/HBET:1-3/RES,6025,939875,890792756,267237828,445396381,178158550,157353,57383,99970
